"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","TRADEGOOD","IMP","PC_CHGPP","A","2017",10.603,
"DEU","TRADEGOOD","IMP","PC_CHGPP","A","2018",10.61667,
"DEU","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.951968,
"DEU","TRADEGOOD","IMP","PC_CHGPP","A","2020",-5.533592,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2008",13.71522,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.17875,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2010",-11.42325,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2011",1.687986,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2012",-7.671648,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2013",-0.9460889,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2014",1.622495,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2015",-24.43581,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2016",0.111306,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2017",14.33498,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2018",19.37957,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2019",-2.484089,
"GRC","TRADEGOOD","IMP","PC_CHGPP","A","2020",-10.34586,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2008",14.73826,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2009",-28.76127,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2010",13.13344,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2011",16.63845,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2012",-7.091711,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2013",4.781444,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2014",4.588984,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2015",-12.58126,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2016",1.872008,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2017",13.29845,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2018",11.85881,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2019",-0.05953311,
"HUN","TRADEGOOD","IMP","PC_CHGPP","A","2020",-3.216374,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2008",0.6456627,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2009",-25.92427,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2010",0.8651981,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2011",15.93157,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2012",-3.579286,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2013",4.281609,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2014",11.83846,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2015",-6.458194,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2016",5.511663,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2017",15.22547,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2018",15.2261,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2019",-6.181293,
"IRL","TRADEGOOD","IMP","PC_CHGPP","A","2020",-1.351189,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2008",9.300176,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2009",-26.41155,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2010",17.41068,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2011",15.21631,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2012",-12.23912,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2013",-1.942059,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2014",-1.439399,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2015",-13.67972,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2016",-0.4018645,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2017",11.59712,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2018",10.95893,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2019",-5.603206,
"ITA","TRADEGOOD","IMP","PC_CHGPP","A","2020",-10.48689,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2008",14.65599,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2009",-21.58511,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2010",-2.263676,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2011",17.21582,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2012",-5.764038,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2013",-2.264883,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.2246092,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2015",-12.94044,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2016",-5.655704,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2017",4.90426,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2018",5.288941,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2019",0.596492,
"LUX","TRADEGOOD","IMP","PC_CHGPP","A","2020",-12.9635,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2008",17.43515,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.49489,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2010",15.41203,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2011",16.28802,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2012",-1.645283,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2013",0.7176528,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.1740246,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2015",-13.15359,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2016",-2.713402,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2017",15.48162,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2018",12.10197,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2019",-1.68723,
"NLD","TRADEGOOD","IMP","PC_CHGPP","A","2020",-6.715941,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2008",26.19492,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2009",-28.59784,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2010",19.02759,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2011",18.48113,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2012",-5.429036,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2013",4.05136,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2014",7.696185,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2015",-12.1308,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2016",1.599871,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2017",17.0377,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2018",15.03784,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2019",-1.366258,
"POL","TRADEGOOD","IMP","PC_CHGPP","A","2020",-1.403229,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2008",14.63277,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.99021,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2010",7.98423,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2011",7.210135,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2012",-12.75895,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2013",4.660035,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2014",3.602543,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.72488,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2016",1.3357,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2017",16.32481,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2018",12.98465,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2019",0.4965168,
"PRT","TRADEGOOD","IMP","PC_CHGPP","A","2020",-13.02918,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2008",31.90903,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2009",-21.9796,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2010",18.44344,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2011",21.21625,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2012",-3.307644,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2013",5.592268,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.2523038,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2015",-11.17804,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2016",2.381347,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2017",9.982454,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2018",13.30176,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.277727,
"SVK","TRADEGOOD","IMP","PC_CHGPP","A","2020",-6.15632,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2008",7.521632,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2009",-30.22307,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2010",11.33336,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2011",15.36039,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2012",-9.854484,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2013",0.2695426,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2014",5.243306,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2015",-13.09188,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2016",0.1252232,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2017",13.63005,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2018",10.47532,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2019",-4.839525,
"ESP","TRADEGOOD","IMP","PC_CHGPP","A","2020",-12.61091,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2008",9.911119,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2009",-28.87115,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2010",23.93999,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2011",19.47443,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2012",-7.391731,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2013",-2.214272,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.9826354,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2015",-14.76993,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2016",1.741287,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2017",9.799189,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2018",10.3579,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2019",-6.684443,
"SWE","TRADEGOOD","IMP","PC_CHGPP","A","2020",-6.086692,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2008",1.268023,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2009",-23.50657,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2010",14.47745,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2011",14.78984,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2012",0.2599008,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2013",1.189889,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2014",4.068292,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2015",-9.437264,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2016",-4.765817,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2017",5.286441,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2018",6.293955,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.208022,
"GBR","TRADEGOOD","IMP","PC_CHGPP","A","2020",-12.62175,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2008",1.984441,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2009",-36.69484,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2010",20.2233,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2011",42.63226,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2012",4.064306,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2013",2.168835,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2014",-1.089633,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2015",-20.5184,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2016",2.641744,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2017",11.50989,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2018",15.44534,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2019",-6.085958,
"EST","TRADEGOOD","IMP","PC_CHGPP","A","2020",-4.022181,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2008",4.969455,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2009",-38.5857,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2010",16.88152,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2011",40.80673,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2012",5.366808,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2013",4.385263,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2014",0.6730432,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2015",-18.20709,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2016",-2.082408,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2017",16.87534,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2018",16.01992,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2019",-3.061503,
"LVA","TRADEGOOD","IMP","PC_CHGPP","A","2020",-2.706986,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2008",27.63195,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2009",-41.37396,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2010",26.97335,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2011",36.57315,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2012",0.4881265,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2013",9.214074,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2014",-1.303359,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2015",-18.15487,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2016",-3.054368,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2017",18.18866,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2018",13.44166,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2019",-2.064151,
"LTU","TRADEGOOD","IMP","PC_CHGPP","A","2020",-7.484573,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2008",16.84626,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2009",-29.14002,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2010",12.80447,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2011",18.92552,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2012",-8.571658,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2013",3.747839,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2014",1.155321,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2015",-12.76035,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2016",3.092314,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2017",18.44185,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2018",17.68428,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2019",3.807055,
"SVN","TRADEGOOD","IMP","PC_CHGPP","A","2020",-5.17328,
