"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2008",6.942813,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2009",-34.91743,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2010",10.04282,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2011",14.36344,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2012",-7.052147,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2013",1.650887,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2014",-0.3436778,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2015",-19.49812,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2016",-3.326049,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2017",17.70769,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2018",11.45153,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.896314,
"FIN","TRADEGOOD","EXP","PC_CHGPP","A","2020",-10.28395,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2008",9.865029,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2009",-21.2212,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2010",7.299498,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2011",14.37871,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2012",-4.424405,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2013",2.426974,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2014",0.09225857,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2015",-13.21214,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.278884,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2017",7.519257,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.421218,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2019",-1.66457,
"FRA","TRADEGOOD","EXP","PC_CHGPP","A","2020",-14.72965,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2008",8.815256,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.72231,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.88662,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2011",17.33422,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2012",-4.006695,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2013",3.097769,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2014",3.26867,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2015",-11.74241,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2016",0.4743612,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2017",9.003249,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.088151,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2019",-4.520386,
"DEU","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.783941,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2008",17.75649,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2009",-19.68763,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.2378,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2011",20.69221,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2012",5.092704,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2013",2.408476,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2014",-0.3839666,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2015",-20.65278,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.864313,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2017",16.17165,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2018",21.12237,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2019",-4.026321,
"GRC","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.074684,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2008",14.27257,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2009",-23.49019,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2010",14.88399,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2011",18.09379,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2012",-7.632201,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2013",4.441647,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2014",3.927426,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2015",-10.59338,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2016",2.810109,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.51791,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.688892,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2019",-1.409567,
"HUN","TRADEGOOD","EXP","PC_CHGPP","A","2020",-2.042248,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2008",3.61427,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2009",-8.240095,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2010",1.76859,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2011",8.308499,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2012",-6.861372,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2013",-1.475883,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2014",4.156703,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2015",1.536061,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2016",6.093746,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2017",5.237898,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2018",19.69965,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2019",2.899277,
"IRL","TRADEGOOD","EXP","PC_CHGPP","A","2020",5.940659,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2008",8.048098,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2009",-25.27617,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2010",9.785473,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2011",17.56044,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2012",-4.025895,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2013",3.729114,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.893118,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2015",-14.02042,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2016",1.036094,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.53925,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.287427,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.120139,
"ITA","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.545165,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2008",11.39058,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2009",-17.4375,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2010",-11.88109,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2011",12.02827,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2012",-9.983952,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2013",-1.578629,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2014",3.648381,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2015",-10.81545,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2016",-7.220462,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2017",0.2936885,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2018",3.819595,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2019",-0.4069764,
"LUX","TRADEGOOD","EXP","PC_CHGPP","A","2020",-16.05172,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2008",15.68754,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2009",-21.95639,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2010",15.04524,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2011",16.55987,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2012",-1.877823,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2013",2.38065,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2014",0.3229145,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2015",-15.15366,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2016",-0.2232732,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2017",14.69804,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2018",11.23558,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.627744,
"NLD","TRADEGOOD","EXP","PC_CHGPP","A","2020",-4.867884,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2008",21.26198,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2009",-19.8719,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2010",16.8726,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2011",18.49433,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2012",-1.771404,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2013",10.32105,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2014",7.277539,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2015",-9.516382,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2016",2.535565,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2017",14.85925,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2018",12.30659,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2019",1.099161,
"POL","TRADEGOOD","EXP","PC_CHGPP","A","2020",2.536402,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2008",8.695753,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.49019,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.61274,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2011",21.15184,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2012",-3.022815,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2013",8.744338,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.536879,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2015",-13.97711,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2016",0.5723752,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2017",12.75502,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2018",9.640943,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2019",-1.801692,
"PRT","TRADEGOOD","EXP","PC_CHGPP","A","2020",-8.480328,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2008",31.28872,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2009",-18.35038,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2010",17.1957,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2011",21.24904,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2012",1.242066,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2013",6.173814,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.238095,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2015",-13.27301,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2016",2.379154,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2017",8.880453,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2018",11.33608,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2019",-4.062967,
"SVK","TRADEGOOD","EXP","PC_CHGPP","A","2020",-3.238193,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2008",10.18959,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2009",-18.86448,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.76427,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2011",20.83902,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2012",-3.262681,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2013",7.247583,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.886873,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2015",-13.04962,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2016",3.015553,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.89617,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.083419,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2019",-4.065756,
"ESP","TRADEGOOD","EXP","PC_CHGPP","A","2020",-7.745176,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2008",8.424376,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2009",-28.54913,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2010",20.97619,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2011",18.50611,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2012",-8.193899,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2013",-2.603725,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2014",-1.73942,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2015",-15.02292,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2016",-0.7467443,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.25891,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2018",8.319954,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2019",-3.118059,
"SWE","TRADEGOOD","EXP","PC_CHGPP","A","2020",-3.698627,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2008",3.540254,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2009",-22.24608,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2010",13.76733,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2011",16.86197,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2012",-1.477315,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2013",-0.5819942,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.532207,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2015",-9.887542,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2016",-6.413045,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2017",7.361871,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2018",7.022233,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.385511,
"GBR","TRADEGOOD","EXP","PC_CHGPP","A","2020",-14.74717,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2008",12.96238,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2009",-27.32955,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2010",27.58137,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2011",44.10363,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2012",-3.262045,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2013",1.552809,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2014",-1.604253,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2015",-20.08206,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2016",1.976466,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2017",10.7684,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2018",17.32028,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2019",-5.326064,
"EST","TRADEGOOD","EXP","PC_CHGPP","A","2020",1.135139,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2008",21.82185,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2009",-23.63116,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2010",22.60218,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2011",38.97926,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2012",6.318667,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2013",3.641536,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2014",1.924419,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2015",-16.57143,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2016",-0.823215,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2017",14.61176,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2018",15.43629,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2019",-2.768637,
"LVA","TRADEGOOD","EXP","PC_CHGPP","A","2020",3.385761,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2008",37.45935,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2009",-30.21042,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2010",25.03484,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2011",36.20264,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2012",5.124011,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2013",10.87289,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2014",-1.086094,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2015",-21.51873,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2016",-1.889262,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2017",19.82373,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2018",11.8904,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2019",-0.4511854,
"LTU","TRADEGOOD","EXP","PC_CHGPP","A","2020",-2.152674,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2008",12.43417,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2009",-24.39248,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2010",11.44176,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2011",19.6288,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2012",-5.957225,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2013",5.655488,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2014",5.207939,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2015",-12.00547,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2016",3.596885,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2017",17.53823,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2018",15.44312,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2019",1.516398,
"SVN","TRADEGOOD","EXP","PC_CHGPP","A","2020",-1.670356,
