"COUNTRY","Country","VARIABLE","Variable","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,2937,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,2513,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,3621,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,3966,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,2840,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,1900,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,2010,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,2180,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,2170,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,2270,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,2800,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2019","2019","TONNEKM","Tonnes-kilometres","6","Millions",,,3006,,
"FIN","Finland","T-SEA-CAB","Coastal shipping (national transport)","2020","2020","TONNEKM","Tonnes-kilometres","6","Millions",,,2519,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,8267,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,9064,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,9610,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,10277,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,10900,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,11263,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,11334,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,12434,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,13138,"E","Estimated value"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,17748.22,"B","Break"
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,17940.44,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,18407.26,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,20468.82,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,20295.17,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,20198.88,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,20825.61,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,22211.15,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,18810.94,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,21268.06,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,21573.61,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,21765.09,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,21826.72,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,24068.19,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,23842.75,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,24444.31,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,26379.88,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,26961.25,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2019","2019","TONNEKM","Tonnes-kilometres","6","Millions",,,27162.88,,
"NZL","New Zealand","T-GOODS-RD-TOT","Road freight transport","2020","2020","TONNEKM","Tonnes-kilometres","6","Millions",,,27502.42,"P","Provisional value"
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","1996","1996","NBR","Number","0","Units",,,103669,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","1997","1997","NBR","Number","0","Units",,,96169,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","1998","1998","NBR","Number","0","Units",,,92164,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","1999","1999","NBR","Number","0","Units",,,66548,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2000","2000","NBR","Number","0","Units",,,67985,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2001","2001","NBR","Number","0","Units",,,76039,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2002","2002","NBR","Number","0","Units",,,85098,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2003","2003","NBR","Number","0","Units",,,112339,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2004","2004","NBR","Number","0","Units",,,117873,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2005","2005","NBR","Number","0","Units",,,122321,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2006","2006","NBR","Number","0","Units",,,149930,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2007","2007","NBR","Number","0","Units",,,175616,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2008","2008","NBR","Number","0","Units",,,167491,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2009","2009","NBR","Number","0","Units",,,145415,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2010","2010","NBR","Number","0","Units",,,208508,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2011","2011","NBR","Number","0","Units",,,246590,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2012","2012","NBR","Number","0","Units",,,366824,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2013","2013","NBR","Number","0","Units",,,385665,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2014","2014","NBR","Number","0","Units",,,391218,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2015","2015","NBR","Number","0","Units",,,359756,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2016","2016","NBR","Number","0","Units",,,388484,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2017","2017","NBR","Number","0","Units",,,450071,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2018","2018","NBR","Number","0","Units",,,474451,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2019","2019","NBR","Number","0","Units",,,470075,,
"LVA","Latvia","T-CONT-SEA-TEU","Maritime containers transport (TEU)","2020","2020","NBR","Number","0","Units",,,457979,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","1995","1995","TONNE","Tonnes","3","Thousands",,,15568,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","1996","1996","TONNE","Tonnes","3","Thousands",,,17070,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","1997","1997","TONNE","Tonnes","3","Thousands",,,18829,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","1998","1998","TONNE","Tonnes","3","Thousands",,,19669,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","1999","1999","TONNE","Tonnes","3","Thousands",,,22466,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2000","2000","TONNE","Tonnes","3","Thousands",,,23964,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2001","2001","TONNE","Tonnes","3","Thousands",,,23492,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2002","2002","TONNE","Tonnes","3","Thousands",,,26321,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2003","2003","TONNE","Tonnes","3","Thousands",,,28907,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2004","2004","TONNE","Tonnes","3","Thousands",,,31988,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2005","2005","TONNE","Tonnes","3","Thousands",,,32659,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2006","2006","TONNE","Tonnes","3","Thousands",,,33914,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2007","2007","TONNE","Tonnes","3","Thousands",,,37133,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2008","2008","TONNE","Tonnes","3","Thousands",,,37783,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2009","2009","TONNE","Tonnes","3","Thousands",,,34781,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2010","2010","TONNE","Tonnes","3","Thousands",,,38700,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2011","2011","TONNE","Tonnes","3","Thousands",,,34150,,
"CAN","Canada","T-CONT-SEA-TON","Maritime containers transport (weight)","2012","2012","TONNE","Tonnes","3","Thousands",,,36289,"E","Estimated value"
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,2295,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,2150,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,2525,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,1945,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,2347,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,1950,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,2353,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,2342,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,2654,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,2036,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,2325,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,1914,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,1566,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,1452,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,1444,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,1413,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,1620,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,1519,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,1394,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,1193,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,1034,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,737,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,750,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,661,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,793,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,876,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,851,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,930,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,1100,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,1028,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,1173,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,1264,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,1126,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,872,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,1066,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,1277,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,1237,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,1338,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,1274,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,1020,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,1030,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,909,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,815,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,768,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,779,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,2187,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,832,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,877,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,782,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2019","2019","TONNEKM","Tonnes-kilometres","6","Millions",,,656,,
"POL","Poland","T-GOODS-IW-TOT","Inland waterways freight transport","2020","2020","TONNEKM","Tonnes-kilometres","6","Millions",,,516,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,66300,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,72700,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,79100,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,87600,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,91300,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,82400,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,86900,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,88100,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,91500,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,96300,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,98100,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,88600,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,85900,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,82500,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,83400,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,84500,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,88100,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1987","1987","TONNEKM","Tonnes-kilometres","6","Millions",,,95100,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1988","1988","TONNEKM","Tonnes-kilometres","6","Millions",,,107200,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1989","1989","TONNEKM","Tonnes-kilometres","6","Millions",,,112600,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1990","1990","TONNEKM","Tonnes-kilometres","6","Millions",,,114800,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1991","1991","TONNEKM","Tonnes-kilometres","6","Millions",,,117200,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1992","1992","TONNEKM","Tonnes-kilometres","6","Millions",,,120000,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1993","1993","TONNEKM","Tonnes-kilometres","6","Millions",,,115300,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1994","1994","TONNEKM","Tonnes-kilometres","6","Millions",,,122100,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1995","1995","TONNEKM","Tonnes-kilometres","6","Millions",,,157084,"B","Break"
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1996","1996","TONNEKM","Tonnes-kilometres","6","Millions",,,159200,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1997","1997","TONNEKM","Tonnes-kilometres","6","Millions",,,161106,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1998","1998","TONNEKM","Tonnes-kilometres","6","Millions",,,167764,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","1999","1999","TONNEKM","Tonnes-kilometres","6","Millions",,,182357,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2000","2000","TONNEKM","Tonnes-kilometres","6","Millions",,,184240,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2001","2001","TONNEKM","Tonnes-kilometres","6","Millions",,,189023,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2002","2002","TONNEKM","Tonnes-kilometres","6","Millions",,,188596,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2003","2003","TONNEKM","Tonnes-kilometres","6","Millions",,,189226,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2004","2004","TONNEKM","Tonnes-kilometres","6","Millions",,,197412,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2005","2005","TONNEKM","Tonnes-kilometres","6","Millions",,,193153,"B","Break"
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2006","2006","TONNEKM","Tonnes-kilometres","6","Millions",,,198829,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2007","2007","TONNEKM","Tonnes-kilometres","6","Millions",,,207025,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2008","2008","TONNEKM","Tonnes-kilometres","6","Millions",,,195515,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2009","2009","TONNEKM","Tonnes-kilometres","6","Millions",,,166052,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2010","2010","TONNEKM","Tonnes-kilometres","6","Millions",,,174409,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2011","2011","TONNEKM","Tonnes-kilometres","6","Millions",,,177993,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2012","2012","TONNEKM","Tonnes-kilometres","6","Millions",,,165808,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2013","2013","TONNEKM","Tonnes-kilometres","6","Millions",,,165315,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2014","2014","TONNEKM","Tonnes-kilometres","6","Millions",,,158800,"B","Break"
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2015","2015","TONNEKM","Tonnes-kilometres","6","Millions",,,150800,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2016","2016","TONNEKM","Tonnes-kilometres","6","Millions",,,152800,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2017","2017","TONNEKM","Tonnes-kilometres","6","Millions",,,164900,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2018","2018","TONNEKM","Tonnes-kilometres","6","Millions",,,166300,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2019","2019","TONNEKM","Tonnes-kilometres","6","Millions",,,168900,,
"FRA","France","T-GOODS-RD-TOT","Road freight transport","2020","2020","TONNEKM","Tonnes-kilometres","6","Millions",,,164900,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1970","1970","TONNEKM","Tonnes-kilometres","6","Millions",,,17084,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1971","1971","TONNEKM","Tonnes-kilometres","6","Millions",,,17804,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1972","1972","TONNEKM","Tonnes-kilometres","6","Millions",,,19099,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1973","1973","TONNEKM","Tonnes-kilometres","6","Millions",,,20429,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1974","1974","TONNEKM","Tonnes-kilometres","6","Millions",,,21208,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1975","1975","TONNEKM","Tonnes-kilometres","6","Millions",,,22351,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1976","1976","TONNEKM","Tonnes-kilometres","6","Millions",,,23656,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1977","1977","TONNEKM","Tonnes-kilometres","6","Millions",,,24509,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1978","1978","TONNEKM","Tonnes-kilometres","6","Millions",,,25079,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1979","1979","TONNEKM","Tonnes-kilometres","6","Millions",,,25034,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1980","1980","TONNEKM","Tonnes-kilometres","6","Millions",,,25308,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1981","1981","TONNEKM","Tonnes-kilometres","6","Millions",,,25384,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1982","1982","TONNEKM","Tonnes-kilometres","6","Millions",,,26505,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1983","1983","TONNEKM","Tonnes-kilometres","6","Millions",,,26630,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1984","1984","TONNEKM","Tonnes-kilometres","6","Millions",,,27545,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1985","1985","TONNEKM","Tonnes-kilometres","6","Millions",,,28453,,
"LTU","Lithuania","T-GOODS-TOT-INLD","Total inland freight transport","1986","1986","TONNEKM","Tonnes-kilometres","6","Millions",,,28812,,
